Geneid,PC3_Normoxia_S2,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2
ENSG00000032444,951,371,1436,934,1590,1702,1116,385
ENSG00000032742,480,162,848,1059,1045,956,496,170
ENSG00000033011,356,155,382,638,787,527,231,64
ENSG00000033030,585,206,1185,1517,1808,1391,466,152
ENSG00000033050,335,138,551,559,922,708,203,74
ENSG00000033100,483,190,648,432,892,819,519,224
ENSG00000033122,42,19,122,82,114,148,34,12
ENSG00000033170,6819,2461,750,769,922,805,5086,1628
ENSG00000033178,4836,1736,4333,4056,3814,5061,7738,2572
ENSG00000033327,178,80,540,273,372,566,143,47
ENSG00000033627,13,5,2595,2616,3335,3085,7,9
ENSG00000033800,1887,602,4007,2121,2362,4622,1837,583
ENSG00000033867,2339,807,3384,2960,2814,4063,1931,687
ENSG00000034053,390,168,1392,1118,1632,1648,402,105
ENSG00000034152,243,109,811,1555,2576,1013,131,39
ENSG00000034239,9,6,0,0,0,0,7,1
ENSG00000034510,13758,5855,10431,4100,7130,12303,16623,6211
ENSG00000034533,303,96,324,573,570,400,265,98
ENSG00000034677,1171,441,1278,1079,1254,1408,2008,603
ENSG00000034693,600,205,1614,1038,1178,1866,698,244
ENSG00000034713,521,243,1770,1976,2534,2219,623,246
ENSG00000034971,0,0,0,0,0,1,0,0
ENSG00000035115,129,53,721,618,565,867,131,55
ENSG00000035141,2200,816,2963,3534,4238,3652,2313,643
ENSG00000035403,26578,9984,6623,7438,8131,7799,25497,9274
ENSG00000035499,980,378,957,889,1045,1008,1024,347
ENSG00000035664,45,8,126,117,235,112,40,8
ENSG00000035681,629,195,2420,2339,2866,2745,639,145
ENSG00000035687,1591,600,2285,2518,2692,2643,1472,426
ENSG00000035720,2,0,11,0,1,14,3,1
ENSG00000035862,1653,521,2187,1603,2115,2185,1664,531
ENSG00000035928,1059,383,7833,8779,8710,9100,1500,350
ENSG00000036054,1702,649,1494,1559,1567,1851,2270,804
ENSG00000036257,1622,568,2358,2492,2706,2765,1654,526
ENSG00000036448,0,0,128,134,152,164,1,1
ENSG00000036473,6,0,0,0,0,0,4,2
ENSG00000036530,24,3,256,146,175,266,14,3
ENSG00000036549,2465,837,3382,3795,3909,4100,2375,762
ENSG00000036565,0,0,0,0,0,0,0,0
ENSG00000036672,103,51,230,187,223,244,66,24
ENSG00000036828,0,0,3,1,3,12,0,0
ENSG00000037042,174,77,1404,775,1054,1362,124,58
ENSG00000037241,330,145,810,977,1252,920,269,85
ENSG00000037280,30,10,90,168,231,94,22,6
ENSG00000037474,592,190,6253,6487,6931,7667,542,157
ENSG00000037637,459,160,947,666,991,1091,741,256
ENSG00000037749,784,337,2655,2743,2972,3356,924,303
ENSG00000037757,366,149,291,361,472,406,266,99
ENSG00000037897,331,114,502,1034,1283,639,130,50
ENSG00000037965,223,67,21,8,8,26,105,38
ENSG00000038002,742,260,1081,1359,1694,1095,866,311
ENSG00000038210,227,78,3883,3316,3145,4621,311,93
ENSG00000038219,591,201,4207,3558,3521,4587,628,187
ENSG00000038274,350,150,1528,1564,1713,1790,278,82
ENSG00000038295,143,58,410,395,373,399,110,31
ENSG00000038358,880,319,1816,1580,1923,2055,644,253
ENSG00000038382,1495,530,3826,1982,2294,4440,2173,674
ENSG00000038427,1416,496,4,1,0,0,1918,599
ENSG00000038532,347,130,1726,1299,1647,1977,291,119
ENSG00000038945,0,0,4,6,5,4,0,0
ENSG00000039068,151,51,28940,29405,34236,34046,287,93
ENSG00000039123,1553,548,3438,4270,4647,3935,1512,461
ENSG00000039139,241,82,1007,1008,1099,1136,157,60
ENSG00000039319,1150,384,3182,3281,3120,3865,1475,414
ENSG00000039523,414,146,3114,2626,3855,3385,559,192
ENSG00000039537,0,0,1,2,5,4,0,0
ENSG00000039560,9854,3596,1296,1973,2242,1449,10444,3654
ENSG00000039600,10,3,0,0,0,0,4,0
ENSG00000039650,325,147,1058,814,1057,1204,261,113
ENSG00000039987,7,0,3,6,4,11,3,0
ENSG00000040199,1163,451,1049,891,889,1312,1026,378
ENSG00000040275,1622,617,1876,2156,2190,2386,1680,508
ENSG00000040341,2109,800,2303,2348,2647,2520,1803,695
ENSG00000040487,331,125,184,135,215,190,269,96
ENSG00000040531,185,84,601,531,731,694,114,42
ENSG00000040608,191,77,123,119,232,112,158,70
ENSG00000040633,1259,462,3024,2974,3948,3654,1104,376
ENSG00000040731,4,2,0,1,0,0,3,0
ENSG00000040933,523,201,905,941,1109,954,465,138
ENSG00000041353,1383,503,313,1280,1101,396,1295,407
ENSG00000041357,1688,649,7955,9025,11467,9402,1706,579
ENSG00000041515,2,1,4,4,1,0,3,2
ENSG00000041802,685,222,2631,2727,2836,3142,407,119
ENSG00000041880,123,42,2320,1226,1585,2427,90,45
ENSG00000041982,986,369,260,26,29,383,873,263
ENSG00000041988,385,155,512,423,641,492,251,94
ENSG00000042062,22,5,0,5,10,3,15,7
ENSG00000042088,759,280,1197,1107,1381,1482,756,264
ENSG00000042286,405,174,137,96,136,145,318,108
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,254,83,570,593,724,633,200,89
ENSG00000042429,173,67,125,101,166,167,135,50
ENSG00000042445,836,246,2047,2238,2739,2219,717,249
ENSG00000042493,630,270,48,18,21,55,547,228
ENSG00000042753,1248,488,1650,2063,2775,2002,1092,429
ENSG00000042781,34,17,7,26,21,17,35,8
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,15,4,36,19,18,56,6,3
ENSG00000042980,55,14,387,59,56,555,50,16
ENSG00000043039,25,1,239,29,34,230,48,24
ENSG00000043093,2101,700,3451,4404,4361,3780,2284,701
ENSG00000043143,767,280,370,287,419,448,612,170
ENSG00000043355,126,39,814,1083,1166,902,109,45
ENSG00000043462,1,0,10,30,34,5,1,0
ENSG00000043514,269,92,1516,1465,1679,1943,247,72
ENSG00000043591,13,5,28,40,47,32,18,10
ENSG00000044012,0,0,0,0,1,0,0,0
ENSG00000044090,315,119,1051,764,1121,1110,249,111
ENSG00000044115,12,4,17221,13375,15274,19621,4,1
ENSG00000044446,1147,427,881,1225,1221,1093,1043,422
ENSG00000044459,475,177,1398,1545,1407,1593,446,141
ENSG00000044524,74,17,970,1081,1071,1007,489,183
ENSG00000044574,3879,1377,38130,46662,48351,50324,4320,1552
ENSG00000046604,3945,1390,11858,8025,8231,13730,4704,1748
ENSG00000046647,411,184,617,663,864,727,267,124
ENSG00000046651,1411,535,1166,1264,1343,1270,1512,569
ENSG00000046653,95,29,134,175,158,149,82,30
ENSG00000046774,0,0,258,260,408,289,0,0
ENSG00000046889,110,36,45,61,64,35,45,18
ENSG00000047056,162,59,762,848,1009,883,147,62
ENSG00000047188,1810,615,5285,5822,5789,6343,1513,489
ENSG00000047230,1861,760,1299,1659,1740,1564,1367,534
ENSG00000047249,201,82,1532,1167,1630,1622,213,63
ENSG00000047315,6841,2648,9714,9393,10162,11538,7688,2346
ENSG00000047346,136,50,2251,3311,3303,2735,158,55
ENSG00000047365,416,133,364,462,547,475,345,76
ENSG00000047410,1574,543,10023,10070,10027,11211,1419,474
ENSG00000047457,11,5,102,206,199,117,16,6
ENSG00000047578,397,182,1741,1717,1992,1985,338,132
ENSG00000047579,69,20,343,456,576,327,25,24
ENSG00000047597,691,275,0,0,0,0,538,173
ENSG00000047617,12,3,13,14,23,30,4,1
ENSG00000047621,726,313,758,1378,1421,964,753,253
ENSG00000047634,2708,979,4324,3955,4072,4701,2108,720
ENSG00000047644,860,265,1168,1896,2499,1324,527,175
ENSG00000047648,1074,377,9864,3437,3653,10501,1076,369
ENSG00000047662,12,3,13,69,90,8,7,1
ENSG00000047849,4141,1472,12774,13005,15441,14638,6973,2395
ENSG00000047932,422,163,2061,2252,2537,2378,389,126
ENSG00000047936,6,3,0,1,0,1,19,6
ENSG00000048028,1128,382,2408,1090,1208,2520,1584,481
ENSG00000048052,960,348,13,12,3,24,861,320
ENSG00000048140,882,367,1420,1269,1988,1679,767,277
ENSG00000048162,785,300,1152,1686,2123,1597,419,141
ENSG00000048342,262,98,443,726,992,498,173,56
ENSG00000048392,1535,597,8297,4330,4460,8607,1212,418
ENSG00000048405,857,285,1120,1286,1263,1347,923,314
ENSG00000048462,1,0,0,5,1,2,2,2
ENSG00000048471,181,56,640,638,831,779,264,87
ENSG00000048540,19,8,1,1,5,6,33,5
ENSG00000048544,2653,993,1716,1970,2133,1816,2135,732
ENSG00000048545,1,0,0,0,0,2,0,0
ENSG00000048649,882,283,3979,3778,3841,4506,974,328
ENSG00000048707,1988,753,3693,2566,2733,3896,2505,848
ENSG00000048740,286,91,4,1,3,9,166,56
ENSG00000048828,3780,1277,8170,11149,15239,8738,3851,1409
ENSG00000048991,2222,739,4477,4832,5845,4838,2122,668
ENSG00000049089,16,4,166,261,342,172,13,7
ENSG00000049130,160,49,67,135,166,102,105,35
ENSG00000049167,281,92,575,623,751,701,242,91
ENSG00000049192,64,24,15,7,5,23,118,46
ENSG00000049239,214,75,1763,1750,2346,1921,165,65
ENSG00000049245,2279,742,3048,3290,4329,3732,2517,848
ENSG00000049246,200,84,894,694,706,948,112,34
ENSG00000049247,0,0,0,2,0,1,1,1
ENSG00000049249,424,175,0,27,14,5,444,156
ENSG00000049283,50,16,1834,1688,2292,2348,26,7
ENSG00000049323,4148,1541,236,191,256,208,4112,1398
ENSG00000049449,1714,598,2053,2780,3041,2459,1739,562
ENSG00000049540,5,1,50,36,51,32,3,2
ENSG00000049541,476,181,1264,1723,2019,1534,335,120
ENSG00000049618,1642,600,2769,2772,3214,3212,1597,566
ENSG00000049656,1062,436,2078,2558,3728,2514,814,314
ENSG00000049759,3785,1353,16682,9699,11253,19298,4313,1438
ENSG00000049768,3,2,50,163,226,58,2,1
ENSG00000049769,39,13,270,126,189,380,33,10
ENSG00000049860,1031,406,3181,4907,5939,3591,1176,348
ENSG00000049883,531,198,1624,2371,2676,1980,384,132
ENSG00000050030,6,3,631,226,217,723,4,2
ENSG00000050130,2844,1101,2113,2284,2231,2499,3416,1180
ENSG00000050165,18,11,0,2,3,1,14,7
ENSG00000050327,98,42,282,235,340,321,88,26
ENSG00000050344,3844,1459,547,566,576,653,3487,1190
ENSG00000050393,1176,425,1875,1997,2381,1928,887,317
ENSG00000050405,4384,1666,2240,2279,2725,2750,4916,1415
ENSG00000050426,298,128,987,1633,2135,1173,174,70
ENSG00000050438,634,224,14,3,26,7,587,182
ENSG00000050555,65,24,51,37,82,38,58,36
ENSG00000050628,4,1,20,6,5,25,8,0
ENSG00000050730,13,7,0,0,0,0,5,7
ENSG00000050748,1069,340,2794,2617,3143,3194,851,329
ENSG00000050767,4,0,43,32,51,45,1,1
ENSG00000050820,1014,398,2548,2361,3069,2982,1060,407
ENSG00000051009,372,164,1026,1285,1604,1170,340,125
ENSG00000051108,1050,364,3294,4370,5209,4020,1319,442
ENSG00000051128,58,17,490,333,474,539,40,9
ENSG00000051180,349,160,346,607,619,411,330,112
ENSG00000051341,894,278,3096,2660,2449,3773,859,218
ENSG00000051382,941,359,2412,3551,3971,2904,1041,325
ENSG00000051523,2,1,0,2,3,2,0,0
ENSG00000051596,85,40,612,599,259,183,82,29
ENSG00000051620,1374,512,7683,6083,6805,9102,1901,576
ENSG00000051825,1840,659,3621,5154,5038,4492,1745,552
ENSG00000052126,1422,539,1847,1852,2006,2083,1517,488
ENSG00000052344,22,9,2572,2625,3914,2663,5,3
ENSG00000052723,2787,1020,3472,3302,3380,3964,2519,912
ENSG00000052749,404,162,1304,1461,2267,1612,151,68
ENSG00000052795,523,180,1397,966,1137,1539,664,247
ENSG00000052802,1682,688,1357,1504,2068,1548,2005,795
ENSG00000052841,1833,639,3788,3983,4333,4123,1849,607
ENSG00000052850,184,81,147,160,265,134,97,46
ENSG00000053108,5,3,24,2,25,11,3,3
ENSG00000053254,1182,408,1974,1599,1855,2252,1622,483
ENSG00000053328,2,2,1,1,1,0,1,3
ENSG00000053371,722,283,768,966,1491,843,643,272
ENSG00000053372,1484,630,599,860,1168,711,878,335
ENSG00000053438,22,10,203,90,126,249,28,8
ENSG00000053501,60,25,510,656,853,550,32,10
ENSG00000053524,202,45,37,34,50,41,267,103
ENSG00000053702,8,3,14,24,32,20,6,2
ENSG00000053747,4068,1460,5776,10474,11382,6705,7914,3328
ENSG00000053770,1466,552,2022,2083,2222,2346,1606,451
ENSG00000053900,510,194,1341,1606,1578,1618,474,171
ENSG00000053918,13,4,95,61,75,120,11,9
ENSG00000054116,481,191,1795,1817,2560,2000,399,122
ENSG00000054118,548,208,17016,16565,19246,19512,484,132
ENSG00000054148,517,237,1158,1108,1652,1224,463,186
ENSG00000054179,5,2,730,239,422,682,5,6
ENSG00000054219,1,0,0,1,2,2,1,0
ENSG00000054267,459,170,5181,4237,3987,6064,589,204
ENSG00000054277,100,34,15,9,12,7,133,48
ENSG00000054282,752,287,1320,1400,1642,1568,711,225
ENSG00000054356,3,1,239,15,17,239,59,29
ENSG00000054392,164,61,144,119,222,140,127,46
ENSG00000054523,1847,709,5145,5033,5488,6183,2062,664
ENSG00000054598,549,203,39,44,45,35,625,198
ENSG00000054611,266,98,641,564,891,607,336,132
ENSG00000054654,1336,449,2370,2980,3010,2689,1222,411
ENSG00000054690,382,124,2171,2767,3028,2349,387,115
ENSG00000054793,431,158,2734,3054,3395,3130,275,90
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,2,0,1,0,0,2,1,1
ENSG00000054965,1774,595,3235,2239,2667,3629,2411,883
ENSG00000054967,206,101,198,81,128,211,222,89
ENSG00000054983,0,0,0,1,0,0,0,0
ENSG00000055044,2010,800,2875,4893,5240,3519,1852,614
ENSG00000055070,1832,708,3750,3581,4525,4381,1329,507
ENSG00000055118,60,29,303,103,190,294,36,10
ENSG00000055130,1678,647,3473,3318,3424,4278,2024,561
ENSG00000055147,657,200,1686,2399,2774,1975,553,185
ENSG00000055163,264,99,3731,3013,4144,3886,147,55
ENSG00000055208,2447,847,4979,3739,3908,5389,3217,987
ENSG00000055211,693,280,1066,1269,1398,1341,736,256
ENSG00000055332,1784,569,3933,5266,5330,4824,1064,367
ENSG00000055483,1036,387,2393,1945,2457,2530,693,260
ENSG00000055609,1840,645,8528,5310,5953,10045,3135,1009
ENSG00000055732,357,142,6,5,9,3,232,84
ENSG00000055813,6,3,159,16,21,159,7,0
ENSG00000055917,2259,771,6025,5940,6088,6947,2376,769
ENSG00000055950,973,408,855,876,1239,979,847,288
ENSG00000055955,5,0,8,16,21,10,1,3
ENSG00000055957,0,0,1,3,1,2,0,0
ENSG00000056050,335,149,1140,1893,2379,1294,271,100
ENSG00000056097,7255,2447,9830,8376,9080,11535,6667,2157
ENSG00000056277,387,121,601,519,503,667,253,99
ENSG00000056291,2,0,2,1,0,0,1,1
ENSG00000056487,18,6,18,10,28,39,8,4
ENSG00000056558,121,67,4,32,19,10,87,30
ENSG00000056586,3263,1237,5163,4909,5507,6378,3406,1149
ENSG00000056736,160,54,1641,1292,1213,1819,120,30
ENSG00000056972,467,185,642,727,904,766,343,119
ENSG00000056998,195,80,252,251,364,294,123,43
ENSG00000057019,43870,15183,263,420,437,334,47709,15707
ENSG00000057149,14,5,0,0,0,0,4,1
ENSG00000057252,781,265,1550,1713,1771,1937,779,229
ENSG00000057294,96,39,809,532,646,968,159,43
ENSG00000057468,16,7,33,50,41,29,13,1
ENSG00000057593,0,0,9,7,15,22,0,0
ENSG00000057608,1583,622,12108,16818,16605,15250,1661,461
ENSG00000057657,47,17,56,21,18,53,173,64
ENSG00000057663,1150,417,1900,1691,1586,2036,1577,551
ENSG00000057704,333,117,98,73,99,133,435,129
ENSG00000057757,604,240,1537,1506,1793,2012,588,231
ENSG00000057935,734,263,2575,2541,3048,2921,758,251
ENSG00000058056,313,105,308,484,577,332,196,73
ENSG00000058063,2613,887,7111,7421,6820,8136,3074,1102
ENSG00000058085,2922,1110,6,8,3,15,3152,1111
ENSG00000058091,892,337,2264,1540,1539,2593,1179,375
ENSG00000058262,4215,1660,14210,14234,19242,15931,4392,1471
ENSG00000058272,995,319,5766,5479,5472,6760,945,284
ENSG00000058335,4,0,225,14,18,231,1,2
ENSG00000058404,20,8,870,905,1497,898,7,3
ENSG00000058453,21,5,379,306,568,383,5,5
ENSG00000058600,462,180,1188,1600,2008,1483,255,88
ENSG00000058668,4728,1706,5440,4147,4164,6120,6973,2525
ENSG00000058673,11,6,67,41,21,62,21,8
ENSG00000058729,949,378,1168,1586,1806,1457,869,251
ENSG00000058799,595,229,1260,1631,2072,1479,580,226
ENSG00000058804,4311,1510,4660,4563,5148,4885,4397,1532
ENSG00000058866,451,165,1,8,9,1,604,240
ENSG00000059122,192,67,718,803,1249,771,96,34
ENSG00000059145,261,117,688,835,1053,771,195,75
ENSG00000059377,162,51,233,267,338,269,99,32
ENSG00000059378,544,215,1013,1295,1607,1234,353,137
ENSG00000059573,1500,542,6049,5713,8061,7369,1839,631
ENSG00000059588,404,134,1431,1980,2121,1465,333,106
ENSG00000059691,445,187,813,1182,1287,1002,374,140
ENSG00000059728,241,81,1005,738,949,1068,382,95
ENSG00000059758,1055,373,677,445,523,731,1393,486
ENSG00000059769,380,140,1085,1198,1215,1259,482,136
ENSG00000059804,24,9,201,37,65,215,80,39
ENSG00000059915,6,2,77,67,120,76,6,4
ENSG00000060069,183,62,791,543,762,992,293,116
ENSG00000060138,2559,961,9318,10742,12269,10284,2157,682
ENSG00000060140,45,22,726,743,879,807,54,33
ENSG00000060237,1871,596,16191,11347,12912,18053,1873,523
ENSG00000060303,0,0,2,1,0,0,3,0
ENSG00000060339,798,252,13764,13571,14645,15760,754,233
ENSG00000060491,1506,661,1675,1350,2043,1970,1097,408
ENSG00000060558,1,0,0,0,3,1,5,0
ENSG00000060566,27,6,0,0,2,0,12,1
ENSG00000060642,421,180,797,1140,1278,1000,491,200
ENSG00000060656,366,135,2743,1335,1818,3038,295,111
ENSG00000060688,1351,497,1903,2000,2548,2296,1116,401
ENSG00000060709,24,7,2,1,3,0,15,10
ENSG00000060718,4,1,30,44,42,43,3,4
ENSG00000060749,2734,945,2879,2674,2860,3416,2651,777
ENSG00000060762,501,151,741,622,758,906,423,113
ENSG00000060971,385,190,1824,1807,2502,2262,287,99
ENSG00000060982,2605,921,57,93,94,31,2468,721
ENSG00000061273,1118,489,1256,1098,1450,1403,1192,500
ENSG00000061337,80,47,46,38,35,32,20,17
ENSG00000061455,61,20,5,14,7,8,39,17
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,150,58,67,37,47,75,569,273
ENSG00000061676,2117,794,7466,6731,6747,8475,2702,824
ENSG00000061794,2266,883,3183,5089,5993,3879,1951,652
ENSG00000061918,509,162,18,13,22,27,241,78
ENSG00000061936,548,172,3127,2409,2849,3499,484,169
ENSG00000061938,224,63,1448,1557,2673,1558,172,50
ENSG00000061987,1003,340,2968,3109,3150,3524,989,361
ENSG00000062038,107,35,4,7,10,5,87,39
ENSG00000062096,0,0,1,0,1,0,0,0
ENSG00000062194,1206,456,3890,4070,4641,4451,1168,469
ENSG00000062282,544,212,222,212,444,262,517,185
ENSG00000062370,135,68,212,179,253,240,189,54
ENSG00000062485,4696,1767,11658,13547,16915,13382,4581,1500
ENSG00000062524,5,1,1,1,7,2,7,1
ENSG00000062582,10,10,15,11,13,17,15,2
ENSG00000062598,1028,387,1388,1427,1776,1593,785,307
ENSG00000062650,324,120,2125,2195,2340,2531,344,117
ENSG00000062716,5691,2002,5406,8080,10574,5769,6271,2050
ENSG00000062725,1952,728,3519,4085,4805,4150,2488,766
ENSG00000062822,427,179,1087,750,983,1325,364,117
ENSG00000063015,9,2,4,8,6,9,1,2
ENSG00000063046,4827,1842,16712,23401,25314,19920,4956,1743
ENSG00000063127,1,2,131,47,57,130,1,2
ENSG00000063169,67,23,538,369,585,620,54,20
ENSG00000063176,244,64,839,537,686,903,187,63
ENSG00000063177,4233,1708,2401,3024,5515,2844,3268,1297
ENSG00000063180,20,11,773,184,272,706,13,11
ENSG00000063241,1480,627,821,775,1419,958,818,272
ENSG00000063244,3267,1328,11071,10870,13686,13320,2574,890
ENSG00000063245,2114,788,4279,3027,4923,5079,2321,949
ENSG00000063322,352,100,2996,3991,4808,3461,200,94
ENSG00000063438,13,2,4,1,2,4,3,1
ENSG00000063515,0,0,8,3,3,1,0,0
ENSG00000063587,872,337,1376,1329,1422,1601,710,244
ENSG00000063601,1468,589,2137,1959,2353,2341,1674,571
ENSG00000063660,245,106,668,419,734,703,232,109
ENSG00000063761,69,22,221,274,400,217,34,11
ENSG00000063854,77,23,1588,1217,2282,1744,45,10
ENSG00000063978,1251,479,3539,3625,4458,3976,1395,435
ENSG00000064012,504,199,1351,4250,3975,1693,333,111
ENSG00000064042,223,83,63663,50278,52982,70406,307,90
ENSG00000064102,1633,552,2996,2962,3260,3374,1800,611
ENSG00000064115,2022,728,2561,3066,3699,3062,1788,617
ENSG00000064195,64,23,271,14,35,223,86,22
ENSG00000064199,203,80,507,463,601,604,221,95
ENSG00000064201,0,0,5,2,2,12,0,0
ENSG00000064205,10,3,2,3,3,10,24,6
ENSG00000064218,3,3,1,8,5,1,1,1
ENSG00000064225,931,284,178,5,5,210,1316,404
ENSG00000064270,34,13,1008,1340,1851,1040,19,11
ENSG00000064300,58,21,1,4,7,1,35,17
ENSG00000064309,203,76,793,370,368,826,199,81
ENSG00000064313,3681,1161,1733,1891,1970,1962,3484,1174
ENSG00000064393,3788,1317,28190,11877,13862,31651,3836,1103
ENSG00000064419,1567,560,3137,3890,4688,3569,1371,490
ENSG00000064489,0,1,0,0,1,1,0,0
ENSG00000064490,209,88,514,635,1140,587,104,47
ENSG00000064545,559,209,584,647,1217,647,229,115
ENSG00000064547,269,94,415,588,935,513,280,98
ENSG00000064601,4357,1555,554,721,975,662,3574,1377
ENSG00000064607,1402,570,6619,6058,7131,7785,1059,359
ENSG00000064651,1287,431,2110,2140,2201,2566,1499,467
ENSG00000064652,211,91,309,392,414,333,248,72
ENSG00000064655,409,166,65,200,321,74,772,236
ENSG00000064666,509,183,1045,448,518,1079,386,155
ENSG00000064687,73,33,2167,1174,1672,2507,76,25
ENSG00000064692,8,3,10,10,7,6,5,5
ENSG00000064703,1330,532,903,1092,1284,1099,1204,434
ENSG00000064726,1758,606,4258,3980,4978,4611,1917,605
ENSG00000064763,843,316,171,181,174,185,1011,298
ENSG00000064787,1,0,241,539,694,319,2,0
ENSG00000064835,1,1,0,0,0,0,0,0
ENSG00000064886,24,4,1,5,4,0,25,15
ENSG00000064932,1387,568,2864,2829,4111,3310,816,345
ENSG00000064933,883,318,1165,1640,1645,1480,727,263
ENSG00000064961,966,374,4509,5048,6720,4948,1062,437
ENSG00000064989,3,0,43,14,14,50,2,0
ENSG00000064995,789,347,1915,1960,2377,2206,759,255
ENSG00000064999,365,142,1959,1775,2023,2191,319,130
ENSG00000065000,1106,439,9384,10171,12198,11156,1260,433
ENSG00000065029,517,176,1500,892,1343,1497,369,165
ENSG00000065054,421,139,1859,1857,2608,2154,368,153
ENSG00000065057,208,91,274,301,654,322,107,33
ENSG00000065060,1963,743,2988,3179,3661,3363,1330,448
ENSG00000065135,2229,817,3470,3603,4107,3993,2861,924
ENSG00000065150,1439,525,5002,6611,7018,6138,1266,355
ENSG00000065154,2026,771,242,250,284,195,2072,681
ENSG00000065183,1174,480,3055,5042,5605,4069,742,238
ENSG00000065243,2884,957,4358,4450,4350,5139,3136,1063
ENSG00000065268,334,123,579,672,1243,624,212,84
ENSG00000065308,524,162,744,975,1155,919,421,168
ENSG00000065320,35,18,18,32,57,18,18,10
ENSG00000065325,70,26,153,29,26,180,87,33
ENSG00000065328,796,334,1526,1954,1800,2105,460,170
ENSG00000065357,545,167,423,258,383,473,534,171
ENSG00000065361,268,108,8965,8391,10236,10313,199,101
ENSG00000065371,0,0,0,0,0,0,1,0
ENSG00000065413,171,56,261,343,380,290,171,56
ENSG00000065427,617,218,6009,7718,8868,7304,428,140
ENSG00000065457,541,192,1291,1779,1912,1643,280,104
ENSG00000065485,319,126,1809,1943,2391,1938,310,125
ENSG00000065491,301,96,717,645,825,784,241,90
ENSG00000065518,2296,925,9485,7113,8395,10519,2276,816
ENSG00000065526,511,166,4137,3678,4399,4736,425,95
ENSG00000065534,345,104,577,259,266,621,316,81
ENSG00000065548,1822,627,5043,6853,6927,5964,1685,512
ENSG00000065559,742,268,2171,2136,2409,2634,957,292
ENSG00000065600,556,228,837,558,744,880,366,103
ENSG00000065609,15,7,83,126,163,99,5,1
ENSG00000065613,780,238,5253,5844,5930,6015,899,259
ENSG00000065615,472,180,634,391,399,717,566,182
ENSG00000065618,60,24,146,28,48,138,105,39
ENSG00000065621,100,32,33,143,235,39,43,16
ENSG00000065665,376,149,659,546,620,683,333,125
ENSG00000065675,2,0,2,0,0,1,0,0
ENSG00000065717,40,12,686,424,671,718,36,6
ENSG00000065802,408,173,944,1101,1436,1051,380,145
ENSG00000065809,3440,1284,5315,2192,2458,6191,8203,2207
ENSG00000065833,507,187,2356,4455,5144,2699,599,142
ENSG00000065882,3171,1287,3152,2849,3212,3960,3530,1197
ENSG00000065883,1113,383,2758,2242,2557,3270,1303,329
ENSG00000065911,1061,382,2941,4651,4822,2984,908,324
ENSG00000065923,2210,853,2732,1656,1841,3179,2540,892
ENSG00000065970,815,267,1762,1886,2142,1862,841,316
ENSG00000065978,790,254,34992,35512,41856,40030,534,164
ENSG00000065989,224,92,93,108,118,124,138,41
ENSG00000066027,539,210,1026,1420,1606,1199,405,147
ENSG00000066032,1,0,205,73,116,257,4,2
ENSG00000066044,1605,635,4225,4322,5735,5140,1107,358
ENSG00000066056,20,10,1,1,0,1,16,4
ENSG00000066084,1755,689,2167,2333,2329,2570,1951,631
ENSG00000066117,2215,780,1748,1239,1623,1905,2223,743
