"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm.LNCAP_Hypoxia_S1","avg_cpm.LNCAP_Hypoxia_S2","avg_cpm.LNCAP_Normoxia_S1","avg_cpm.LNCAP_Normoxia_S2"
"ENSG00000154217",4.727933e+02, 0.7207350, 5.905479e-05, 4.773868e-04,"PITPNC1","protein_coding",1.554440e+01,1.425370e+01,8.549449e+00,9.222075e+00
"ENSG00000123066",3.214667e+03, 0.7196543, 4.657611e-10, 1.038794e-08,"MED13L","protein_coding",1.047217e+02,9.775727e+01,6.193775e+01,5.899543e+01
"ENSG00000107816",1.239265e+03, 0.7194499, 6.226632e-07, 8.200069e-06,"LZTS2","protein_coding",3.949119e+01,3.860070e+01,2.102066e+01,2.559772e+01
"ENSG00000145439",4.177989e+03, 0.7194210, 7.166730e-09, 1.318111e-07,"CBR4","protein_coding",1.276042e+02,1.355702e+02,8.559907e+01,7.157882e+01
"ENSG00000131437",5.149576e+03, 0.7178081, 5.654321e-10, 1.238139e-08,"KIF3A","protein_coding",1.646026e+02,1.595972e+02,1.032993e+02,9.056164e+01
"ENSG00000196642",5.474734e+03, 0.7173952, 1.666533e-09, 3.401678e-08,"RABL6","protein_coding",1.761139e+02,1.685827e+02,9.412237e+01,1.120870e+02
"ENSG00000122778",1.643249e+03, 0.7169312, 8.381063e-09, 1.525711e-07,"KIAA1549","protein_coding",5.133855e+01,5.211587e+01,3.032832e+01,3.156622e+01
"ENSG00000167749",6.199840e+03, 0.7165496, 5.176720e-11, 1.302267e-09,"KLK4","protein_coding",2.023573e+02,1.878584e+02,1.129730e+02,1.205980e+02
"ENSG00000117595",2.950005e+03, 0.7165089, 1.964583e-10, 4.661212e-09,"IRF6","protein_coding",9.368655e+01,9.199671e+01,5.534918e+01,5.578494e+01
"ENSG00000172315",1.399816e+03, 0.7164686, 6.288200e-08, 9.923323e-07,"TP53RK","protein_coding",4.187186e+01,4.625684e+01,2.570064e+01,2.704137e+01
"ENSG00000057294",7.385588e+02, 0.7164063, 2.656580e-06, 3.026873e-05,"PKP2","protein_coding",2.265842e+01,2.383003e+01,1.390920e+01,1.391930e+01
"ENSG00000073849",5.412626e+02, 0.7157475, 2.437117e-05, 2.198673e-04,"ST6GAL1","protein_coding",1.646867e+01,1.760172e+01,9.882849e+00,1.051489e+01
"ENSG00000101189",1.195621e+03, 0.7153538, 1.368047e-07, 2.031902e-06,"MRGBP","protein_coding",3.604621e+01,3.919153e+01,2.277239e+01,2.230105e+01
"ENSG00000100902",4.310415e+02, 0.7152853, 8.954019e-05, 6.851014e-04,"PSMA6","protein_coding",1.380791e+01,1.331823e+01,7.948112e+00,8.295559e+00
"ENSG00000164048",2.439919e+03, 0.7151961, 1.048343e-09, 2.202047e-08,"ZNF589","protein_coding",7.856226e+01,7.496119e+01,4.523103e+01,4.673524e+01
"ENSG00000103249",7.204164e+02, 0.7133661, 1.236990e-05, 1.201849e-04,"CLCN7","protein_coding",2.246236e+01,2.286993e+01,1.223591e+01,1.493201e+01
"ENSG00000116717",3.159664e+03, 0.7131328, 1.285885e-09, 2.667233e-08,"GADD45A","protein_coding",1.037414e+02,9.492622e+01,6.112725e+01,5.806891e+01
"ENSG00000109787",3.968107e+03, 0.7121700, 1.186933e-09, 2.482123e-08,"KLF3","protein_coding",1.245233e+02,1.249353e+02,7.966413e+01,7.009208e+01
"ENSG00000023608",9.065524e+02, 0.7116095, 1.125135e-05, 1.102072e-04,"SNAPC1","protein_coding",2.842806e+01,2.853203e+01,1.921665e+01,1.501819e+01
"ENSG00000310519",5.911445e+03, 0.7115080, 3.604460e-11, 9.319647e-10,"","lncRNA",1.922465e+02,1.793160e+02,1.109598e+02,1.122163e+02
"ENSG00000028839",1.074678e+03, 0.7113993, 4.513245e-07, 6.108861e-06,"TBPL1","protein_coding",3.523398e+01,3.232317e+01,1.968726e+01,2.087895e+01
"ENSG00000130294",6.676255e+03, 0.7109894, 3.442766e-10, 7.858420e-09,"KIF1A","protein_coding",2.083790e+02,2.112945e+02,1.166333e+02,1.355300e+02
"ENSG00000142871",5.457833e+02, 0.7106686, 2.740924e-05, 2.437278e-04,"CCN1","protein_coding",1.638464e+01,1.792176e+01,1.014430e+01,1.047180e+01
"ENSG00000104756",2.973484e+03, 0.7105876, 2.159837e-07, 3.091182e-06,"KCTD9","protein_coding",9.438674e+01,9.243983e+01,6.298356e+01,4.929932e+01
"ENSG00000073711",9.401106e+02, 0.7105289, 6.025612e-06, 6.326274e-05,"PPP2R3A","protein_coding",2.907224e+01,2.998448e+01,1.966112e+01,1.585852e+01
"ENSG00000254470",1.603287e+03, 0.7102472, 1.324451e-08, 2.335144e-07,"AP5B1","protein_coding",5.075038e+01,4.999874e+01,3.035447e+01,3.020876e+01
"ENSG00000141959",5.416650e+03, 0.7100669, 4.036115e-09, 7.700246e-08,"PFKL","protein_coding",1.673474e+02,1.730877e+02,9.252752e+01,1.121516e+02
"ENSG00000173120",7.670476e+03, 0.7098989, 3.636486e-12, 1.054942e-10,"KDM2A","protein_coding",2.407282e+02,2.412544e+02,1.442687e+02,1.455278e+02
"ENSG00000131584",2.362016e+03, 0.7095216, 2.310909e-06, 2.674743e-05,"ACAP3","protein_coding",7.483721e+01,7.360721e+01,3.738750e+01,5.188495e+01
"ENSG00000114999",1.846691e+03, 0.7090937, 3.313742e-08, 5.509972e-07,"TTL","protein_coding",5.730424e+01,5.868883e+01,3.704761e+01,3.275130e+01
"ENSG00000109920",8.275351e+03, 0.7086860, 2.228351e-10, 5.256544e-09,"FNBP4","protein_coding",2.674758e+02,2.522586e+02,1.651325e+02,1.476178e+02
"ENSG00000126970",1.081979e+03, 0.7084999, 5.408305e-07, 7.189984e-06,"ZC4H2","protein_coding",3.517797e+01,3.276629e+01,2.122982e+01,1.967232e+01
"ENSG00000007384",1.488696e+03, 0.7075697, 3.883465e-08, 6.308549e-07,"RHBDF1","protein_coding",4.559692e+01,4.790623e+01,2.719091e+01,2.910987e+01
"ENSG00000091656",4.659643e+02, 0.7048017, 1.314035e-04, 9.522252e-04,"ZFHX4","protein_coding",1.352783e+01,1.570615e+01,9.229222e+00,8.424840e+00
"ENSG00000087206",1.562126e+03, 0.7044006, 2.066349e-07, 2.977487e-06,"UIMC1","protein_coding",4.792158e+01,5.007260e+01,3.184474e+01,2.732148e+01
"ENSG00000156381",6.424721e+02, 0.7042538, 3.451488e-05, 2.984771e-04,"ANKRD9","protein_coding",2.097794e+01,1.934959e+01,1.098094e+01,1.333753e+01
"ENSG00000163428",1.341296e+04, 0.7037264, 2.913971e-08, 4.884961e-07,"LRRC58","protein_coding",4.193348e+02,4.220721e+02,2.844849e+02,2.233768e+02
"ENSG00000136235",1.641639e+03, 0.7033683, 2.431907e-08, 4.124159e-07,"GPNMB","protein_coding",5.301902e+01,4.994951e+01,3.103424e+01,3.115683e+01
"ENSG00000177150",5.697340e+02, 0.7007829, 5.002441e-05, 4.126038e-04,"FAM210A","protein_coding",1.750496e+01,1.819255e+01,1.168686e+01,9.933123e+00
"ENSG00000126705",8.561506e+02, 0.7005134, 3.620961e-06, 3.994385e-05,"AHDC1","protein_coding",2.657953e+01,2.710419e+01,1.505958e+01,1.740990e+01
"ENSG00000213047",8.272480e+02, 0.7002436, 3.086783e-05, 2.705996e-04,"DENND1B","protein_coding",2.641148e+01,2.540557e+01,1.775253e+01,1.363919e+01
"ENSG00000128731",2.742526e+03, 0.7000868, 8.599629e-09, 1.560600e-07,"HERC2","protein_coding",8.256740e+01,8.931337e+01,5.480014e+01,4.925623e+01
"ENSG00000168172",1.873870e+03, 0.6992095, 4.142325e-07, 5.617491e-06,"HOOK3","protein_coding",5.957288e+01,5.780259e+01,3.916537e+01,3.195406e+01
"ENSG00000076641",7.235924e+02, 0.6984888, 6.560966e-06, 6.825274e-05,"PAG1","protein_coding",2.319057e+01,2.213140e+01,1.409221e+01,1.338063e+01
"ENSG00000204977",7.011037e+02, 0.6983189, 7.170177e-06, 7.369068e-05,"TRIM13","protein_coding",2.223830e+01,2.168828e+01,1.288954e+01,1.372538e+01
"ENSG00000125733",1.263236e+03, 0.6982285, 2.854077e-07, 3.992585e-06,"TRIP10","protein_coding",3.881900e+01,4.029933e+01,2.517774e+01,2.279663e+01
"ENSG00000135090",1.074874e+04, 0.6972946, 2.761084e-09, 5.408975e-08,"TAOK3","protein_coding",3.304656e+02,3.427043e+02,2.219458e+02,1.862299e+02
"ENSG00000105289",6.385005e+02, 0.6967589, 1.919810e-05, 1.779871e-04,"TJP3","protein_coding",1.879333e+01,2.119592e+01,1.189602e+01,1.236792e+01
"ENSG00000101040",5.867615e+03, 0.6949177, 1.347049e-10, 3.256484e-09,"ZMYND8","protein_coding",1.834240e+02,1.837965e+02,1.158751e+02,1.072174e+02
"ENSG00000104859",1.210514e+03, 0.6948830, 1.838719e-07, 2.681442e-06,"CLASRP","protein_coding",3.713852e+01,3.862532e+01,2.308613e+01,2.294745e+01
"ENSG00000170004",3.341657e+04, 0.6945473, 1.969142e-12, 5.828206e-11,"CHD3","protein_coding",1.047245e+03,1.043992e+03,6.491568e+02,6.215636e+02
"ENSG00000080603",6.878644e+02, 0.6937995, 1.469184e-05, 1.404757e-04,"SRCAP","protein_coding",2.249037e+01,2.055586e+01,1.249736e+01,1.366074e+01
"ENSG00000103196",7.720123e+02, 0.6937963, 5.167716e-06, 5.516186e-05,"CRISPLD2","protein_coding",2.305053e+01,2.525786e+01,1.461511e+01,1.475963e+01
"ENSG00000134982",2.709832e+03, 0.6925284, 5.919653e-08, 9.389942e-07,"APC","protein_coding",8.071887e+01,8.877177e+01,5.550606e+01,4.764021e+01
"ENSG00000165246",6.493025e+02, 0.6924037, 2.783950e-05, 2.471239e-04,"NLGN4Y","protein_coding",2.052982e+01,2.006350e+01,1.328171e+01,1.144141e+01
"ENSG00000277258",1.014015e+03, 0.6909334, 7.104157e-07, 9.213330e-06,"PCGF2","protein_coding",3.100479e+01,3.239702e+01,1.919051e+01,1.943531e+01
"ENSG00000186806",8.443995e+02, 0.6899330, 6.004731e-06, 6.307589e-05,"VSIG10L","protein_coding",2.753180e+01,2.525786e+01,1.516416e+01,1.700051e+01
"ENSG00000125753",7.021422e+02, 0.6896281, 3.315423e-05, 2.878057e-04,"VASP","protein_coding",2.148209e+01,2.242681e+01,1.194831e+01,1.480272e+01
"ENSG00000074054",2.949212e+03, 0.6879876, 2.277361e-08, 3.881383e-07,"CLASP1","protein_coding",9.096978e+01,9.325221e+01,6.036904e+01,5.210042e+01
"ENSG00000177200",2.739330e+03, 0.6871685, 4.870652e-06, 5.234608e-05,"CHD9","protein_coding",8.741277e+01,8.362665e+01,6.047363e+01,4.399878e+01
"ENSG00000140521",1.923919e+03, 0.6862194, 9.926538e-07, 1.248570e-05,"POLG","protein_coding",6.374606e+01,5.639937e+01,3.302127e+01,4.040045e+01
"ENSG00000155313",2.302643e+03, 0.6858932, 1.947636e-07, 2.821038e-06,"USP25","protein_coding",7.214844e+01,7.158855e+01,4.802856e+01,3.986177e+01
"ENSG00000146938",1.675338e+03, 0.6858465, 1.210870e-07, 1.824960e-06,"NLGN4X","protein_coding",5.310305e+01,5.147581e+01,3.370104e+01,3.025186e+01
"ENSG00000146830",2.629179e+03, 0.6854484, 7.897226e-08, 1.225448e-06,"GIGYF1","protein_coding",8.522815e+01,7.892466e+01,4.601538e+01,5.436284e+01
"ENSG00000224660",6.950937e+02, 0.6850596, 1.083294e-05, 1.068384e-04,"SH3BP5-AS1","lncRNA",2.106197e+01,2.232834e+01,1.336015e+01,1.318671e+01
"ENSG00000214517",4.221331e+03, 0.6841106, 7.799210e-10, 1.668509e-08,"PPME1","protein_coding",1.265959e+02,1.368996e+02,7.825230e+01,8.302023e+01
"ENSG00000171552",3.811478e+03, 0.6837791, 3.156404e-07, 4.391482e-06,"BCL2L1","protein_coding",1.213584e+02,1.165160e+02,6.358489e+01,8.207216e+01
"ENSG00000198646",5.370629e+03, 0.6827979, 3.142016e-10, 7.220282e-09,"NCOA6","protein_coding",1.719687e+02,1.630437e+02,1.048942e+02,1.003655e+02
"ENSG00000251095",2.186418e+03, 0.6825210, 1.609166e-07, 2.374506e-06,"","lncRNA",7.091609e+01,6.543410e+01,4.478656e+01,3.878443e+01
"ENSG00000114859",5.296689e+02, 0.6823265, 1.073442e-04, 7.997828e-04,"CLCN2","protein_coding",1.663671e+01,1.642007e+01,9.229222e+00,1.101047e+01
"ENSG00000162869",8.599701e+02, 0.6822713, 8.239393e-06, 8.338054e-05,"PPP1R21","protein_coding",2.669156e+01,2.693187e+01,1.767409e+01,1.521212e+01
"ENSG00000142949",1.850513e+04, 0.6820462, 2.420265e-11, 6.453621e-10,"PTPRF","protein_coding",5.927039e+02,5.614335e+02,3.431283e+02,3.644659e+02
"ENSG00000088812",3.785135e+03, 0.6809001, 8.146227e-10, 1.740926e-08,"ATRN","protein_coding",1.148886e+02,1.211442e+02,7.375534e+01,7.104015e+01
"ENSG00000153208",5.102512e+02, 0.6806637, 7.262994e-05, 5.715381e-04,"MERTK","protein_coding",1.576847e+01,1.605080e+01,9.542963e+00,9.976217e+00
"ENSG00000105649",1.683168e+03, 0.6803874, 1.329096e-06, 1.625758e-05,"RAB3A","protein_coding",5.556775e+01,4.938330e+01,2.920408e+01,3.518610e+01
"ENSG00000197951",5.382147e+02, 0.6801959, 5.597313e-05, 4.548123e-04,"ZNF71","protein_coding",1.652468e+01,1.703552e+01,1.001357e+01,1.057953e+01
"ENSG00000102753",1.788157e+03, 0.6800820, 5.418559e-06, 5.756902e-05,"KPNA3","protein_coding",5.355117e+01,5.790106e+01,3.879933e+01,2.962699e+01
"ENSG00000009413",1.905045e+03, 0.6798893, 4.562761e-07, 6.167719e-06,"REV3L","protein_coding",5.626794e+01,6.247997e+01,3.932224e+01,3.359163e+01
"ENSG00000103160",1.290334e+03, 0.6796974, 5.301962e-07, 7.059617e-06,"HSDL1","protein_coding",4.097561e+01,3.943771e+01,2.585751e+01,2.352922e+01
"ENSG00000166971",2.412857e+03, 0.6796103, 1.948431e-08, 3.351498e-07,"AKTIP","protein_coding",7.775003e+01,7.262250e+01,4.774096e+01,4.460209e+01
"ENSG00000198315",1.758113e+03, 0.6788366, 1.029472e-07, 1.573600e-06,"ZKSCAN8","protein_coding",5.240285e+01,5.716252e+01,3.485142e+01,3.247119e+01
"ENSG00000169991",8.560427e+02, 0.6788122, 4.952797e-06, 5.320094e-05,"IFFO2","protein_coding",2.697164e+01,2.639028e+01,1.553019e+01,1.723752e+01
"ENSG00000178935",1.054819e+03, 0.6784357, 1.079892e-06, 1.346155e-05,"ZNF552","protein_coding",3.204108e+01,3.370176e+01,1.955654e+01,2.083586e+01
"ENSG00000286162",6.673063e+02, 0.6780336, 9.228633e-05, 7.006088e-04,"","lncRNA",2.279846e+01,1.875876e+01,1.359545e+01,1.195853e+01
"ENSG00000135968",4.979568e+03, 0.6780158, 1.760875e-06, 2.087734e-05,"GCC2","protein_coding",1.493103e+02,1.609512e+02,1.093650e+02,8.127493e+01
"ENSG00000140836",4.552576e+03, 0.6779980, 5.998603e-10, 1.308122e-08,"ZFHX3","protein_coding",1.388353e+02,1.448265e+02,8.970385e+01,8.465779e+01
"ENSG00000169710",3.023414e+04, 0.6774358, 1.996108e-10, 4.725046e-09,"FASN","protein_coding",9.494690e+02,9.340238e+02,5.401840e+02,6.183746e+02
"ENSG00000118058",3.144409e+03, 0.6771924, 4.399738e-08, 7.079736e-07,"KMT2A","protein_coding",9.713152e+01,9.871736e+01,6.502287e+01,5.544019e+01
"ENSG00000129116",1.965657e+03, 0.6770287, 4.294355e-08, 6.915602e-07,"PALLD","protein_coding",6.200957e+01,6.041207e+01,3.913922e+01,3.617725e+01
"ENSG00000164938",1.162974e+04, 0.6763996, 2.405058e-09, 4.780199e-08,"TP53INP1","protein_coding",3.684444e+02,3.557764e+02,2.391231e+02,2.064840e+02
"ENSG00000110422",3.387736e+03, 0.6762360, 7.423250e-08, 1.157167e-06,"HIPK3","protein_coding",1.057020e+02,1.052411e+02,7.074865e+01,5.908161e+01
"ENSG00000167685",2.107061e+03, 0.6761190, 1.311817e-05, 1.266727e-04,"ZNF444","protein_coding",6.665889e+01,6.459710e+01,3.346573e+01,4.731700e+01
"ENSG00000117139",5.523416e+03, 0.6756452, 7.644434e-10, 1.637110e-08,"KDM5B","protein_coding",1.678236e+02,1.761157e+02,1.101755e+02,1.015721e+02
"ENSG00000198198",2.499148e+03, 0.6747517, 4.475197e-09, 8.474698e-08,"SZT2","protein_coding",7.786206e+01,7.771838e+01,4.771481e+01,4.813579e+01
"ENSG00000197892",5.861006e+02, 0.6745901, 5.001861e-05, 4.126038e-04,"KIF13B","protein_coding",1.896137e+01,1.752787e+01,1.090251e+01,1.157069e+01
"ENSG00000145860",3.162728e+03, 0.6740111, 2.874000e-09, 5.624789e-08,"RNF145","protein_coding",9.514296e+01,1.017207e+02,6.146714e+01,5.987885e+01
"ENSG00000143842",9.133389e+02, 0.6737529, 1.165811e-05, 1.140276e-04,"SOX13","protein_coding",2.963240e+01,2.722728e+01,1.602695e+01,1.900437e+01
"ENSG00000171456",2.669504e+03, 0.6731927, 4.329044e-09, 8.236057e-08,"ASXL1","protein_coding",8.287548e+01,8.323277e+01,5.205490e+01,5.039821e+01
"ENSG00000136141",6.749357e+02, 0.6727796, 2.082583e-05, 1.912572e-04,"LRCH1","protein_coding",2.016571e+01,2.183599e+01,1.268038e+01,1.322980e+01
"ENSG00000135540",5.388402e+02, 0.6718838, 1.168802e-04, 8.583243e-04,"NHSL1","protein_coding",1.767301e+01,1.585386e+01,9.778269e+00,1.090273e+01
"ENSG00000181588",7.107792e+02, 0.6718205, 2.379315e-05, 2.156037e-04,"MEX3D","protein_coding",2.170615e+01,2.252528e+01,1.268038e+01,1.460880e+01
"ENSG00000120903",2.043850e+03, 0.6715367, 9.840718e-06, 9.808108e-05,"CHRNA2","protein_coding",6.380208e+01,6.336621e+01,3.291669e+01,4.559325e+01
"ENSG00000174007",1.202962e+03, 0.6712704, 4.620024e-07, 6.235962e-06,"CEP19","protein_coding",3.767067e+01,3.714825e+01,2.295540e+01,2.324911e+01
"ENSG00000163472",7.646286e+02, 0.6708955, 4.196228e-05, 3.531190e-04,"TMEM79","protein_coding",2.209826e+01,2.547942e+01,1.338629e+01,1.598780e+01
"ENSG00000153048",9.626717e+02, 0.6700178, 3.326230e-06, 3.702013e-05,"CARHSP1","protein_coding",2.968841e+01,3.018142e+01,1.749107e+01,1.949995e+01
"ENSG00000156531",4.382380e+03, 0.6695903, 1.790827e-06, 2.120788e-05,"PHF6","protein_coding",1.360626e+02,1.363334e+02,9.626627e+01,7.211749e+01
"ENSG00000007866",1.105732e+03, 0.6687476, 2.527218e-06, 2.897235e-05,"TEAD3","protein_coding",3.428171e+01,3.446491e+01,1.971341e+01,2.279663e+01
"ENSG00000151327",5.239266e+03, 0.6675947, 1.804394e-09, 3.661058e-08,"FAM177A1","protein_coding",1.639865e+02,1.615174e+02,1.055216e+02,9.601301e+01
"ENSG00000112659",1.174597e+03, 0.6671694, 9.163582e-07, 1.158304e-05,"CUL9","protein_coding",3.767067e+01,3.530192e+01,2.232792e+01,2.286127e+01
"ENSG00000198300",2.108880e+03, 0.6671153, 7.801226e-06, 7.953673e-05,"PEG3","protein_coding",6.497841e+01,6.600031e+01,4.648599e+01,3.464742e+01
"ENSG00000173281",1.515828e+03, 0.6668886, 3.112318e-07, 4.338335e-06,"PPP1R3B","protein_coding",4.912592e+01,4.502595e+01,2.951782e+01,2.880821e+01
"ENSG00000059758",5.950699e+02, 0.6663983, 4.907494e-05, 4.061840e-04,"CDK17","protein_coding",1.896137e+01,1.799561e+01,1.163457e+01,1.126903e+01
"ENSG00000073417",1.321060e+03, 0.6663910, 1.303378e-06, 1.597165e-05,"PDE8A","protein_coding",4.016338e+01,4.187487e+01,2.711247e+01,2.374469e+01
"ENSG00000126243",7.657568e+02, 0.6653602, 1.013291e-04, 7.603018e-04,"LRFN3","protein_coding",2.355467e+01,2.402697e+01,1.262809e+01,1.684968e+01
"ENSG00000125505",4.586947e+03, 0.6652843, 1.427356e-08, 2.501481e-07,"MBOAT7","protein_coding",1.403478e+02,1.445311e+02,8.136356e+01,9.530196e+01
"ENSG00000076108",6.726164e+03, 0.6650395, 6.777458e-10, 1.468353e-08,"BAZ2A","protein_coding",2.065585e+02,2.110730e+02,1.348826e+02,1.241317e+02
"ENSG00000005339",4.465750e+03, 0.6645606, 4.879294e-10, 1.082335e-08,"CREBBP","protein_coding",1.379951e+02,1.392629e+02,8.523304e+01,8.679093e+01
"ENSG00000103197",5.661835e+03, 0.6643686, 2.588345e-09, 5.085191e-08,"TSC2","protein_coding",1.776543e+02,1.738509e+02,1.024104e+02,1.157284e+02
"ENSG00000106799",1.083035e+03, 0.6641321, 1.579707e-06, 1.894907e-05,"TGFBR1","protein_coding",3.450578e+01,3.271705e+01,2.112524e+01,2.059884e+01
"ENSG00000116685",2.296710e+03, 0.6641096, 6.876378e-06, 7.109994e-05,"KIAA2013","protein_coding",7.063601e+01,7.198244e+01,3.743979e+01,5.106617e+01
"ENSG00000198146",3.860962e+03, 0.6639120, 8.277331e-08, 1.278610e-06,"ZNF770","protein_coding",1.178294e+02,1.218089e+02,8.089295e+01,6.785120e+01
"ENSG00000104812",3.141493e+03, 0.6638979, 3.589713e-08, 5.906422e-07,"GYS1","protein_coding",9.575913e+01,9.928357e+01,5.602896e+01,6.502856e+01
"ENSG00000156858",2.978714e+03, 0.6635054, 1.275820e-05, 1.235920e-04,"PRR14","protein_coding",9.651535e+01,8.837789e+01,4.768867e+01,6.714016e+01
"ENSG00000147421",7.366674e+02, 0.6632436, 1.831720e-05, 1.707490e-04,"HMBOX1","protein_coding",2.271444e+01,2.299302e+01,1.482427e+01,1.357455e+01
"ENSG00000132424",7.782764e+03, 0.6620568, 1.469069e-08, 2.566714e-07,"PNISR","protein_coding",2.494107e+02,2.333521e+02,1.610800e+02,1.389560e+02
"ENSG00000132846",2.559036e+03, 0.6616557, 1.008105e-08, 1.800678e-07,"ZBED3","protein_coding",7.996266e+01,7.877695e+01,5.004173e+01,4.865291e+01
"ENSG00000139636",1.183326e+03, 0.6614559, 4.310921e-06, 4.677292e-05,"LMBR1L","protein_coding",3.904306e+01,3.436644e+01,2.151742e+01,2.411099e+01
"ENSG00000161996",1.360696e+03, 0.6610088, 3.986039e-07, 5.416776e-06,"WDR90","protein_coding",4.299218e+01,4.140713e+01,2.572678e+01,2.676126e+01
"ENSG00000140948",1.409686e+03, 0.6606748, 5.586551e-07, 7.404805e-06,"ZCCHC14","protein_coding",4.296417e+01,4.448436e+01,2.575293e+01,2.863584e+01
"ENSG00000113594",2.338059e+03, 0.6605388, 7.996125e-07, 1.025952e-05,"LIFR","protein_coding",7.077605e+01,7.419804e+01,4.959726e+01,4.061592e+01
"ENSG00000076554",1.143190e+04, 0.6601871, 3.729399e-08, 6.101785e-07,"TPD52","protein_coding",3.542164e+02,3.546440e+02,2.420775e+02,1.989426e+02
"ENSG00000185442",1.242232e+03, 0.6600828, 1.974141e-06, 2.316416e-05,"FAM174B","protein_coding",3.901505e+01,3.803450e+01,2.224948e+01,2.568391e+01
"ENSG00000130813",8.607815e+02, 0.6589660, 1.299417e-05, 1.255940e-04,"SHFL","protein_coding",2.783989e+01,2.550404e+01,1.733420e+01,1.590162e+01
"ENSG00000137460",1.753564e+03, 0.6589137, 1.875214e-07, 2.727253e-06,"FHDC1","protein_coding",5.150659e+01,5.721176e+01,3.367489e+01,3.404411e+01
"ENSG00000115687",4.292280e+03, 0.6560952, 9.462868e-10, 2.005540e-08,"PASK","protein_coding",1.320574e+02,1.338223e+02,8.295841e+01,8.297713e+01
"ENSG00000189339",2.659685e+03, 0.6559834, 1.615741e-08, 2.800435e-07,"SLC35E2B","protein_coding",8.225931e+01,8.246962e+01,5.294384e+01,4.988109e+01
"ENSG00000154222",1.961423e+03, 0.6557616, 1.873220e-07, 2.726769e-06,"CC2D1B","protein_coding",6.018905e+01,6.132293e+01,3.547891e+01,4.035735e+01
"ENSG00000143507",6.256234e+02, 0.6555647, 7.077313e-05, 5.597263e-04,"DUSP10","protein_coding",1.862528e+01,2.013736e+01,1.134698e+01,1.284196e+01
"ENSG00000107077",2.245860e+03, 0.6554922, 2.896539e-08, 4.859723e-07,"KDM4C","protein_coding",6.968375e+01,6.939757e+01,4.428981e+01,4.255514e+01
"ENSG00000138688",5.124720e+03, 0.6550939, 1.193469e-08, 2.113318e-07,"BLTP1","protein_coding",1.536515e+02,1.637083e+02,1.049464e+02,9.323346e+01
"ENSG00000132613",1.028680e+03, 0.6548954, 2.853497e-06, 3.229647e-05,"MTSS2","protein_coding",3.215311e+01,3.153540e+01,2.041933e+01,1.937067e+01
"ENSG00000160957",9.159373e+02, 0.6548077, 5.166674e-06, 5.516186e-05,"RECQL4","protein_coding",2.769985e+01,2.902438e+01,1.730806e+01,1.812095e+01
"ENSG00000011295",4.366553e+03, 0.6540722, 1.556032e-08, 2.701526e-07,"TTC19","protein_coding",1.344381e+02,1.358656e+02,8.970385e+01,7.922797e+01
"ENSG00000187535",1.042581e+03, 0.6539374, 2.812665e-06, 3.186960e-05,"IFT140","protein_coding",3.276929e+01,3.178158e+01,1.947810e+01,2.085740e+01
"ENSG00000100167",3.358464e+03, 0.6526077, 9.011679e-09, 1.623849e-07,"SEPTIN3","protein_coding",1.060941e+02,1.017454e+02,6.266981e+01,6.735563e+01
"ENSG00000067113",9.023099e+03, 0.6519948, 4.202280e-08, 6.794073e-07,"PLPP1","protein_coding",2.677839e+02,2.905639e+02,1.893951e+02,1.599427e+02
"ENSG00000108039",3.551404e+03, 0.6517111, 3.674010e-09, 7.068755e-08,"XPNPEP1","protein_coding",1.072424e+02,1.125033e+02,6.787269e+01,6.968269e+01
"ENSG00000125945",7.578617e+02, 0.6494664, 3.505841e-05, 3.024102e-04,"ZNF436","protein_coding",2.375073e+01,2.309149e+01,1.566092e+01,1.372538e+01
"ENSG00000170852",1.270330e+03, 0.6493607, 1.165036e-06, 1.441409e-05,"KBTBD2","protein_coding",3.946318e+01,3.906844e+01,2.546533e+01,2.378778e+01
"ENSG00000135709",9.159650e+02, 0.6491948, 9.894688e-06, 9.847501e-05,"KIAA0513","protein_coding",2.887618e+01,2.776887e+01,1.675901e+01,1.874581e+01
"ENSG00000183255",7.492821e+03, 0.6483186, 2.724080e-10, 6.303881e-09,"PTTG1IP","protein_coding",2.329140e+02,2.302256e+02,1.459681e+02,1.446444e+02
"ENSG00000165185",7.729871e+02, 0.6482611, 2.586057e-05, 2.316690e-04,"KIAA1958","protein_coding",2.425487e+01,2.351000e+01,1.576550e+01,1.422096e+01
"ENSG00000131473",1.862002e+04, 0.6480245, 6.785065e-11, 1.686126e-09,"ACLY","protein_coding",5.631836e+02,5.877745e+02,3.643320e+02,3.579372e+02
"ENSG00000130382",7.587246e+03, 0.6474913, 5.397707e-09, 1.010933e-07,"MLLT1","protein_coding",2.296931e+02,2.392604e+02,1.373664e+02,1.570769e+02
"ENSG00000084764",1.320254e+03, 0.6467691, 1.556317e-05, 1.478393e-04,"MAPRE3","protein_coding",4.203991e+01,3.956080e+01,2.251093e+01,2.872202e+01
"ENSG00000099331",1.897974e+03, 0.6466906, 2.134409e-07, 3.061216e-06,"MYO9B","protein_coding",5.766834e+01,5.962430e+01,3.490371e+01,3.876288e+01
"ENSG00000160862",5.928223e+03, 0.6464200, 7.276205e-09, 1.334645e-07,"AZGP1","protein_coding",1.747415e+02,1.915511e+02,1.196139e+02,1.104925e+02
