"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm.PC3_Hypoxia_S1","avg_cpm.PC3_Hypoxia_S2","avg_cpm.PC3_Normoxia_S1","avg_cpm.PC3_Normoxia_S2"
"ENSG00000130299",  218.56747,-0.8595219, 5.714952e-05, 6.303398e-04,"GTPBP3","protein_coding",6.344208e+00,7.205529e+00,1.517325e+01,1.234314e+01
"ENSG00000184178",  290.72730,-0.8606344, 4.745750e-06, 6.881998e-05,"SCFD2","protein_coding",9.190969e+00,8.709981e+00,1.865690e+01,1.788442e+01
"ENSG00000125827", 1610.32339,-0.8640318, 1.573492e-13, 6.807425e-12,"TMX4","protein_coding",5.349198e+01,4.513354e+01,1.095415e+02,9.391288e+01
"ENSG00000125967",  239.31277,-0.8675755, 5.475062e-05, 6.073120e-04,"NECAB3","protein_coding",6.832224e+00,7.918164e+00,1.772793e+01,1.260576e+01
"ENSG00000061918",  206.61009,-0.8683065, 9.559493e-05, 9.973291e-04,"GUCY1B1","protein_coding",6.533992e+00,6.176168e+00,1.254115e+01,1.336735e+01
"ENSG00000172992",  290.89295,-0.8693640, 6.488359e-06, 9.055871e-05,"DCAKD","protein_coding",7.998041e+00,1.013525e+01,1.865690e+01,1.772684e+01
"ENSG00000080608",  550.07376,-0.8773969, 6.108696e-09, 1.526490e-07,"PUM3","protein_coding",1.781259e+01,1.559878e+01,3.777829e+01,3.206589e+01
"ENSG00000186577",  482.49451,-0.8819107, 7.049131e-07, 1.217846e-05,"SMIM29","protein_coding",1.211906e+01,1.781587e+01,3.375273e+01,2.707611e+01
"ENSG00000169871",  235.34504,-0.8821463, 2.879290e-05, 3.440609e-04,"TRIM56","protein_coding",7.238905e+00,7.047166e+00,1.710861e+01,1.289464e+01
"ENSG00000133313",  223.73700,-0.8821562, 2.470072e-05, 2.992831e-04,"CNDP2","protein_coding",6.642440e+00,7.047166e+00,1.532808e+01,1.299969e+01
"ENSG00000105447",  245.42690,-0.8829242, 2.306906e-05, 2.817415e-04,"GRWD1","protein_coding",7.998041e+00,6.809621e+00,1.734085e+01,1.397138e+01
"ENSG00000169718",  563.94613,-0.8836336, 3.255655e-09, 8.531345e-08,"DUS1L","protein_coding",1.569785e+01,1.900359e+01,3.909433e+01,3.219720e+01
"ENSG00000198727",37237.29574,-0.8841192, 3.995708e-20, 3.044145e-18,"MT-CYB","protein_coding",1.169910e+03,1.105376e+03,2.238363e+03,2.445333e+03
"ENSG00000103534",  579.42537,-0.8843763, 5.170893e-10, 1.520885e-08,"TMC5","protein_coding",1.808371e+01,1.718242e+01,3.855243e+01,3.484966e+01
"ENSG00000064545",  246.02835,-0.8864299, 4.628798e-05, 5.246195e-04,"TMEM161A","protein_coding",6.208648e+00,9.105889e+00,1.617964e+01,1.468045e+01
"ENSG00000147475",  306.81180,-0.8869273, 1.202535e-06, 2.000127e-05,"ERLIN2","protein_coding",9.434977e+00,9.264252e+00,1.997295e+01,1.882985e+01
"ENSG00000189306",  255.94528,-0.8872670, 4.179102e-05, 4.809817e-04,"RRP7A","protein_coding",6.561104e+00,9.264252e+00,1.842466e+01,1.394512e+01
"ENSG00000125630",  300.72225,-0.8922476, 1.513498e-06, 2.482963e-05,"POLR1B","protein_coding",9.380753e+00,8.868344e+00,1.950846e+01,1.859349e+01
"ENSG00000107984",  834.09795,-0.8947832, 6.356707e-12, 2.341487e-10,"DKK1","protein_coding",2.656976e+01,2.391286e+01,5.411275e+01,5.168360e+01
"ENSG00000173465",  198.68884,-0.9037493, 4.157900e-05, 4.790266e-04,"ZNRD2","protein_coding",5.829080e+00,6.255350e+00,1.292823e+01,1.223809e+01
"ENSG00000261236",  780.18336,-0.9054710, 4.846244e-11, 1.613830e-09,"BOP1","protein_coding",2.290964e+01,2.422958e+01,5.713192e+01,4.264947e+01
"ENSG00000211584",  348.35413,-0.9200747, 2.437814e-07, 4.615003e-06,"SLC48A1","protein_coding",9.434977e+00,1.171888e+01,2.376626e+01,2.053688e+01
"ENSG00000118785", 1482.22046,-0.9201492, 2.195766e-14, 1.029834e-12,"SPP1","protein_coding",4.825936e+01,4.030346e+01,9.700040e+01,9.223211e+01
"ENSG00000226887",  183.70640,-0.9221608, 8.019256e-05, 8.491106e-04,"ERVMER34-1","protein_coding",5.829080e+00,5.067625e+00,1.300564e+01,1.063611e+01
"ENSG00000198888",28781.43795,-0.9266706, 7.706823e-06, 1.058621e-04,"MT-ND1","protein_coding",8.963499e+02,8.283983e+02,1.682759e+03,1.968152e+03
"ENSG00000179981",  196.17283,-0.9301710, 4.232003e-05, 4.859957e-04,"TSHZ1","protein_coding",6.073088e+00,5.542715e+00,1.416686e+01,1.113508e+01
"ENSG00000166938",  273.91157,-0.9421443, 8.554264e-07, 1.455343e-05,"DIS3L","protein_coding",8.079377e+00,8.234891e+00,1.811500e+01,1.696525e+01
"ENSG00000137124",  243.79615,-0.9467162, 5.105593e-06, 7.335709e-05,"ALDH1B1","protein_coding",6.452656e+00,8.234891e+00,1.602481e+01,1.504812e+01
"ENSG00000167157",  238.22174,-0.9558769, 2.587961e-06, 4.001859e-05,"PRRX2","protein_coding",7.022008e+00,7.047166e+00,1.617964e+01,1.449662e+01
"ENSG00000152766",  217.12745,-0.9561153, 2.165843e-05, 2.665574e-04,"ANKRD22","protein_coding",7.130457e+00,5.542715e+00,1.401203e+01,1.399764e+01
"ENSG00000213339",  183.41044,-0.9568684, 5.494892e-05, 6.090789e-04,"QTRT1","protein_coding",4.690376e+00,6.334531e+00,1.238632e+01,1.105630e+01
"ENSG00000165271",  441.68885,-0.9663239, 9.059871e-10, 2.554099e-08,"NOL6","protein_coding",1.268842e+01,1.330252e+01,3.104322e+01,2.605189e+01
"ENSG00000189046",  210.00587,-0.9732727, 6.087402e-06, 8.565139e-05,"ALKBH2","protein_coding",6.127312e+00,6.176168e+00,1.439910e+01,1.276333e+01
"ENSG00000113790",  279.96253,-0.9772097, 3.431943e-07, 6.276356e-06,"EHHADH","protein_coding",7.672697e+00,8.868344e+00,1.850207e+01,1.751675e+01
"ENSG00000267100",  171.14318,-0.9794286, 3.466095e-05, 4.067128e-04,"ILF3-DT","lncRNA",5.069944e+00,4.909262e+00,1.161218e+01,1.055732e+01
"ENSG00000164647",  157.58915,-0.9841405, 5.930517e-05, 6.518144e-04,"STEAP1","protein_coding",4.527704e+00,4.671717e+00,1.083803e+01,9.585626e+00
"ENSG00000136877",  196.98284,-0.9852104, 9.498078e-06, 1.277700e-04,"FPGS","protein_coding",5.503736e+00,6.017805e+00,1.385720e+01,1.168659e+01
"ENSG00000204389",  353.23215,-0.9870043, 2.677073e-08, 5.971939e-07,"HSPA1A","protein_coding",1.073635e+01,9.660160e+00,2.531455e+01,2.077323e+01
"ENSG00000159423",  169.00787,-0.9881840, 4.372459e-05, 4.991891e-04,"ALDH4A1","protein_coding",4.527704e+00,5.384352e+00,1.215408e+01,9.769460e+00
"ENSG00000149809",  163.60085,-0.9965118, 7.759213e-05, 8.254999e-04,"TM7SF2","protein_coding",4.256584e+00,5.305170e+00,1.230891e+01,9.007863e+00
"ENSG00000132382",  363.78642,-0.9967333, 6.409002e-09, 1.598974e-07,"MYBBP1A","protein_coding",1.070924e+01,1.029361e+01,2.570162e+01,2.174493e+01
"ENSG00000139718",  151.62551,-1.0027700, 8.035797e-05, 8.497162e-04,"SETD1B","protein_coding",4.066800e+00,4.750899e+00,1.107028e+01,8.692719e+00
"ENSG00000178605",  181.16686,-1.0141968, 2.283676e-05, 2.795177e-04,"GTPBP6","protein_coding",5.015720e+00,5.384352e+00,1.385720e+01,9.953294e+00
"ENSG00000145882",  329.86229,-1.0146789, 1.347953e-06, 2.224015e-05,"PCYOX1L","protein_coding",7.374465e+00,1.203561e+01,2.299211e+01,1.972275e+01
"ENSG00000070785",  146.25588,-1.0150327, 6.804607e-05, 7.339389e-04,"EIF2B3","protein_coding",4.256584e+00,4.117445e+00,1.029613e+01,8.850291e+00
"ENSG00000099821",  245.14497,-1.0160603, 2.963214e-06, 4.515070e-05,"POLRMT","protein_coding",6.045976e+00,8.234891e+00,1.819241e+01,1.378754e+01
"ENSG00000188130",  176.89929,-1.0297040, 2.191043e-05, 2.694466e-04,"MAPK12","protein_coding",4.446368e+00,5.780260e+00,1.300564e+01,1.013713e+01
"ENSG00000253339",  278.04154,-1.0316619, 2.678606e-06, 4.117566e-05,"","lncRNA",6.208648e+00,1.005607e+01,1.896656e+01,1.709656e+01
"ENSG00000154237",  169.27182,-1.0337033, 1.419279e-05, 1.825890e-04,"LRRK1","protein_coding",4.825936e+00,4.830080e+00,1.137993e+01,1.076742e+01
"ENSG00000170854",  488.78387,-1.0382406, 5.250488e-12, 1.961773e-10,"RIOX2","protein_coding",1.361022e+01,1.425270e+01,3.383015e+01,3.025381e+01
"ENSG00000185340",  210.55093,-1.0424872, 1.804282e-06, 2.920132e-05,"GAS2L1","protein_coding",5.720632e+00,6.255350e+00,1.540549e+01,1.231687e+01
"ENSG00000142871", 2023.00474,-1.0434597, 3.893936e-27, 4.137109e-25,"CCN1","protein_coding",5.460357e+01,6.073232e+01,1.395010e+02,1.257424e+02
"ENSG00000110717", 1106.42161,-1.0446806, 6.015271e-19, 4.102467e-17,"NDUFS8","protein_coding",2.906407e+01,3.412729e+01,7.780159e+01,6.733574e+01
"ENSG00000235173",  491.79951,-1.0452517, 4.162399e-11, 1.401042e-09,"HGH1","protein_coding",1.439647e+01,1.346088e+01,3.158513e+01,3.280123e+01
"ENSG00000213588",  275.05035,-1.0478603, 1.721263e-07, 3.372985e-06,"ZBTB9","protein_coding",7.184681e+00,8.472436e+00,2.066968e+01,1.559962e+01
"ENSG00000103876",  379.36869,-1.0561881, 5.990354e-10, 1.745473e-08,"FAH","protein_coding",9.922993e+00,1.163970e+01,2.709508e+01,2.282167e+01
"ENSG00000128626",  200.31118,-1.0582270, 5.174703e-06, 7.421033e-05,"MRPS12","protein_coding",5.286840e+00,6.017805e+00,1.556032e+01,1.100377e+01
"ENSG00000162377",  279.46056,-1.0750187, 2.659970e-07, 4.987205e-06,"COA7","protein_coding",8.757177e+00,6.572076e+00,2.082451e+01,1.654505e+01
"ENSG00000184162",  132.42045,-1.0779211, 6.391343e-05, 6.956097e-04,"NR2C2AP","protein_coding",3.470336e+00,3.959082e+00,9.754230e+00,7.799811e+00
"ENSG00000198763",39539.33260,-1.0807959, 1.195714e-07, 2.403432e-06,"MT-ND2","protein_coding",1.149440e+03,1.056837e+03,2.405269e+03,2.792805e+03
"ENSG00000037897",  133.04781,-1.0828980, 5.256071e-05, 5.876114e-04,"METTL1","protein_coding",3.524560e+00,3.959082e+00,8.825256e+00,8.692719e+00
"ENSG00000134508",  298.53793,-1.0877334, 2.353086e-08, 5.295460e-07,"CABLES1","protein_coding",8.648729e+00,7.918164e+00,1.896656e+01,2.045809e+01
"ENSG00000240065",  178.56082,-1.0994656, 3.825403e-06, 5.673803e-05,"PSMB9","protein_coding",4.744600e+00,5.225988e+00,1.137993e+01,1.215930e+01
"ENSG00000187049",  127.86406,-1.1033810, 8.024633e-05, 8.491106e-04,"TMEM216","protein_coding",3.334776e+00,3.721537e+00,9.986473e+00,7.143261e+00
"ENSG00000144366",  154.40508,-1.1084922, 1.062734e-05, 1.414985e-04,"GULP1","protein_coding",4.473480e+00,3.959082e+00,1.060579e+01,1.000582e+01
"ENSG00000144802",  697.31559,-1.1164071, 1.704381e-15, 8.727549e-14,"NFKBIZ","protein_coding",2.003577e+01,1.805341e+01,4.660354e+01,4.635241e+01
"ENSG00000105401",  140.78986,-1.1275583, 2.425205e-05, 2.947616e-04,"CDC37","protein_coding",4.012576e+00,3.563174e+00,1.083803e+01,8.193741e+00
"ENSG00000166426",  181.44832,-1.1362719, 4.800965e-06, 6.949163e-05,"CRABP1","protein_coding",5.124168e+00,4.750899e+00,1.083803e+01,1.326231e+01
"ENSG00000138685",  167.45301,-1.1380831, 2.392815e-06, 3.748344e-05,"FGF2","protein_coding",4.337920e+00,4.830080e+00,1.130252e+01,1.103004e+01
"ENSG00000167680",  365.12385,-1.1388335, 5.272778e-11, 1.748413e-09,"SEMA6B","protein_coding",1.032967e+01,9.343434e+00,2.577904e+01,2.332065e+01
"ENSG00000052749",  172.89997,-1.1505829, 2.294311e-06, 3.608514e-05,"RRP12","protein_coding",4.093912e+00,5.384352e+00,1.254115e+01,1.060984e+01
"ENSG00000115616",  249.40975,-1.1569466, 2.031139e-08, 4.617516e-07,"SLC9A2","protein_coding",7.157569e+00,6.096986e+00,1.803758e+01,1.573093e+01
"ENSG00000182154",  171.97511,-1.1602844, 5.878814e-06, 8.290435e-05,"MRPL41","protein_coding",4.880160e+00,4.196627e+00,1.408944e+01,9.428055e+00
"ENSG00000178921",  167.60325,-1.1603540, 1.658148e-06, 2.697600e-05,"PFAS","protein_coding",4.581928e+00,4.354990e+00,1.246374e+01,1.024218e+01
"ENSG00000180730",  136.58613,-1.1607201, 1.491086e-05, 1.904152e-04,"SHISA2","protein_coding",3.877016e+00,3.404811e+00,9.212328e+00,9.191697e+00
"ENSG00000287001",  138.79186,-1.1620262, 1.803947e-05, 2.264794e-04,"","lncRNA",3.172104e+00,4.434172e+00,9.909059e+00,8.666457e+00
"ENSG00000198899",19202.08161,-1.1636552, 4.649852e-07, 8.318602e-06,"MT-ATP6","protein_coding",5.541422e+02,4.751690e+02,1.189242e+03,1.381276e+03
"ENSG00000141971",  223.94110,-1.1652540, 4.959529e-08, 1.063983e-06,"MVB12A","protein_coding",6.262872e+00,5.621897e+00,1.633446e+01,1.402390e+01
"ENSG00000179041",  191.12083,-1.1653213, 1.830751e-06, 2.959903e-05,"RRS1","protein_coding",5.883304e+00,4.117445e+00,1.401203e+01,1.202799e+01
"ENSG00000310560",  142.31749,-1.1699453, 1.820428e-05, 2.279987e-04,"PAXX","protein_coding",3.172104e+00,4.592535e+00,1.068320e+01,8.456361e+00
"ENSG00000308375",  235.37772,-1.1705595, 1.472931e-08, 3.423250e-07,"","lncRNA",5.991752e+00,6.651258e+00,1.703119e+01,1.473298e+01
"ENSG00000101670",  120.46851,-1.1744709, 3.873234e-05, 4.494217e-04,"LIPG","protein_coding",3.470336e+00,2.850539e+00,8.902670e+00,7.510929e+00
"ENSG00000179262",  161.11999,-1.1843476, 2.517279e-06, 3.919727e-05,"RAD23A","protein_coding",4.310808e+00,4.275809e+00,1.029613e+01,1.137144e+01
"ENSG00000162139",  283.79667,-1.1885525, 6.447489e-10, 1.861310e-08,"NEU3","protein_coding",7.591361e+00,7.363893e+00,2.121158e+01,1.743796e+01
"ENSG00000228253", 2312.96228,-1.1887060, 1.491412e-25, 1.502766e-23,"MT-ATP8","protein_coding",6.634307e+01,5.566469e+01,1.573837e+02,1.557336e+02
"ENSG00000151012",  284.08362,-1.1969332, 1.810339e-07, 3.525422e-06,"SLC7A11","protein_coding",9.136745e+00,5.463533e+00,2.066968e+01,1.827835e+01
"ENSG00000226986",  107.49353,-1.2179405, 5.141744e-05, 5.768948e-04,"PRELID1P5","processed_pseudogene",2.684088e+00,2.929721e+00,8.438183e+00,6.302878e+00
"ENSG00000126010",  214.79839,-1.2204269, 1.516832e-08, 3.520043e-07,"GRPR","protein_coding",5.693520e+00,5.463533e+00,1.556032e+01,1.381381e+01
"ENSG00000163362",  145.67325,-1.2248574, 4.106122e-06, 6.021541e-05,"INAVA","protein_coding",3.578784e+00,4.117445e+00,9.212328e+00,1.045227e+01
"ENSG00000072858",  253.90283,-1.2286027, 8.945335e-10, 2.526370e-08,"SIDT1","protein_coding",6.723776e+00,6.413713e+00,1.826983e+01,1.649253e+01
"ENSG00000178896",  184.49708,-1.2321076, 2.720592e-06, 4.177994e-05,"EXOSC4","protein_coding",4.175248e+00,5.463533e+00,1.586998e+01,9.585626e+00
"ENSG00000136933",  209.76767,-1.2515747, 9.800904e-09, 2.369513e-07,"RABEPK","protein_coding",5.341064e+00,5.463533e+00,1.463134e+01,1.410269e+01
"ENSG00000113140",  111.78286,-1.2528345, 1.983990e-05, 2.463113e-04,"SPARC","protein_coding",3.009432e+00,2.692176e+00,7.741452e+00,7.615977e+00
"ENSG00000184254", 2640.45820,-1.2652184, 5.113277e-41, 8.873240e-39,"ALDH1A3","protein_coding",6.908138e+01,6.540404e+01,1.938460e+02,1.703090e+02
"ENSG00000285230",   95.71404,-1.2683561, 8.167009e-05, 8.618402e-04,"RALY-AS1","lncRNA",2.060512e+00,2.929721e+00,7.122136e+00,5.987734e+00
"ENSG00000254858",  385.70893,-1.2701870, 3.695024e-14, 1.667887e-12,"MPV17L2","protein_coding",9.706097e+00,9.976887e+00,2.724991e+01,2.581554e+01
"ENSG00000114767",  407.27541,-1.2837311, 7.305007e-15, 3.532186e-13,"RRP9","protein_coding",1.038390e+01,1.013525e+01,3.050132e+01,2.597311e+01
"ENSG00000250479",  177.40727,-1.2876408, 4.984046e-08, 1.067775e-06,"CHCHD10","protein_coding",4.365032e+00,4.592535e+00,1.347013e+01,1.113508e+01
"ENSG00000125454",  143.69679,-1.2901436, 2.550755e-06, 3.956076e-05,"SLC25A19","protein_coding",3.795680e+00,3.325629e+00,1.199925e+01,8.167479e+00
"ENSG00000138061",  679.08608,-1.2909154, 4.330862e-19, 2.992894e-17,"CYP1B1","protein_coding",1.800237e+01,1.607387e+01,4.637130e+01,4.745542e+01
"ENSG00000107833",  109.48906,-1.2997453, 1.594930e-05, 2.015566e-04,"NPM3","protein_coding",2.521416e+00,3.008902e+00,8.747841e+00,6.486712e+00
"ENSG00000164116",  184.64502,-1.3168366, 1.914244e-07, 3.695509e-06,"GUCY1A1","protein_coding",5.368176e+00,3.563174e+00,1.408944e+01,1.189668e+01
"ENSG00000164403",   85.25560,-1.3188276, 7.280908e-05, 7.788577e-04,"SHROOM1","protein_coding",2.033400e+00,2.217086e+00,6.502820e+00,5.383708e+00
"ENSG00000178343",  250.26342,-1.3299348, 2.703173e-10, 8.134519e-09,"SHISA3","protein_coding",5.422400e+00,7.205529e+00,1.765051e+01,1.696525e+01
"ENSG00000121039", 1163.75602,-1.3326851, 7.491433e-27, 7.800080e-25,"RDH10","protein_coding",2.903695e+01,2.850539e+01,7.811125e+01,8.351313e+01
"ENSG00000174177",  117.07574,-1.3383309, 6.253791e-06, 8.759795e-05,"CTU2","protein_coding",2.467192e+00,3.404811e+00,9.212328e+00,7.116999e+00
"ENSG00000184371",  288.09275,-1.3432465, 3.932609e-11, 1.326555e-09,"CSF1","protein_coding",5.991752e+00,8.472436e+00,2.113416e+01,1.888237e+01
"ENSG00000173156",  170.75951,-1.3976039, 1.665745e-08, 3.848436e-07,"RHOD","protein_coding",4.310808e+00,3.721537e+00,1.370237e+01,1.066237e+01
"ENSG00000153093",  101.55770,-1.4034637, 7.074193e-06, 9.786071e-05,"ACOXL","protein_coding",2.250296e+00,2.612994e+00,8.283354e+00,6.145306e+00
"ENSG00000026950",  383.93139,-1.4305243, 1.638042e-16, 9.336841e-15,"BTN3A1","protein_coding",9.462089e+00,8.393254e+00,2.964976e+01,2.523777e+01
"ENSG00000146072",  497.32508,-1.4576932, 1.051059e-21, 8.873208e-20,"TNFRSF21","protein_coding",1.154971e+01,1.148134e+01,3.723639e+01,3.387797e+01
"ENSG00000117318",  438.90006,-1.4753978, 6.556159e-18, 4.145510e-16,"ID3","protein_coding",1.038390e+01,9.580979e+00,3.623000e+01,2.723368e+01
"ENSG00000276903",  438.54447,-1.4821723, 4.691989e-18, 3.003258e-16,"H2AC16","protein_coding",8.757177e+00,1.171888e+01,3.243668e+01,3.012250e+01
"ENSG00000260035",  151.56982,-1.4844024, 9.104066e-09, 2.213180e-07,"","lncRNA",3.307664e+00,3.642356e+00,1.223149e+01,9.611888e+00
"ENSG00000128714",  118.38255,-1.5427152, 1.901103e-07, 3.674682e-06,"HOXD13","protein_coding",2.223184e+00,3.167266e+00,9.289743e+00,7.799811e+00
"ENSG00000250295",  107.67561,-1.5810334, 2.117474e-07, 4.062741e-06,"RDH10-AS1","lncRNA",2.494304e+00,2.137904e+00,7.896281e+00,7.852335e+00
"ENSG00000259583",  161.19867,-1.6148492, 1.093574e-10, 3.478500e-09,"ALDH1A3-AS1","lncRNA",3.307664e+00,3.642356e+00,1.207667e+01,1.152901e+01
"ENSG00000163053",  205.16956,-1.6600994, 4.373612e-13, 1.797555e-11,"SLC16A14","protein_coding",4.419256e+00,4.117445e+00,1.486359e+01,1.544205e+01
"ENSG00000148677",  141.79996,-2.2277401, 2.740905e-15, 1.376446e-13,"ANKRD1","protein_coding",2.385856e+00,1.821178e+00,1.192184e+01,1.097751e+01
"ENSG00000125378",  209.06372,-2.8781579, 5.206699e-30, 6.207498e-28,"BMP4","protein_coding",2.060512e+00,2.375449e+00,1.695378e+01,1.864601e+01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
